Segment Histogram:
2006928 2006936 5.79
2007257 2007267 6.31
2007425 2007487 6.63
2008165 2008249 7.65
2008362 2008371 8.54
2010061 2010135 5.03
2011979 2011980 9.30
2012525 2012574 7.56
2013988 2013992 7.66
2014917 2014977 6.09
2017506 2017511 8.45
2018012 2018039 5.48
2025333 2025363 5.79
2030617 2030621 8.61
2030675 2030676 5.39
2032287 2032293 5.27
2032864 2032874 6.31
2035881 2035918 7.23
2036112 2036125 5.67
2040710 2040724 5.45
2043284 2043318 8.93
2046069 2046088 6.30
2046235 2046248 5.68
2049594 2049604 6.36
2050370 2050407 7.24
2052215 2052217 6.13
2052614 2052665 7.04
2053174 2053185 7.05
2055697 2055703 5.27
2055890 2055891 5.39
2056682 2056701 5.39
2058584 2058597 5.63
2058987 2058993 5.27
2059484 2059515 7.52
2064214 2064258 6.59
2064551 2064562 7.05
2064966 2064983 5.68
2065412 2065416 7.66
2065729 2065750 5.90
2066652 2066657 7.44
2067721 2067727 7.23
2068061 2068071 5.36
2068416 2068434 5.59
2068482 2068514 5.45
2068873 2068900 6.57
2073559 2073610 6.18
2073816 2073829 5.67
2075525 2075554 14.82
2078508 2078528 7.07
2079272 2079293 7.78
2079991 2080050 8.27
2092788 2092797 5.59
2094062 2094069 5.05
2098497 2098516 5.29
2098934 2099034 6.12
2099555 2099633 12.92
2101231 2101295 8.16
2101520 2101523 5.91
2111693 2111747 5.53
2113440 2113485 5.47
2113591 2113593 6.13
2119020 2119041 5.90
2119322 2119330 6.75
2122537 2122547 6.36
2125598 2125625 5.53
2126510 2126531 6.77
2130396 2130411 7.11
2132572 2132595 8.34
2133076 2133085 8.50
2136484 2136493 5.57
2138626 2138638 9.75
2139235 2139236 5.39
2139598 2139659 7.84
2142181 2142207 6.70
2142540 2142565 7.82
2143289 2143295 5.27
2145911 2145922 5.15
2146309 2146340 7.57
2147100 2147134 5.93
2151121 2151168 11.81
2151225 2151254 5.10
2151625 2151636 5.14
2152152 2152153 6.39
2152692 2152705 13.45
2153176 2153263 8.15
2156198 2156255 5.70
2161727 2161735 7.70
2163617 2163632 6.20
2170915 2170931 5.99
2185817 2185830 5.58
2188586 2188588 6.18
2189467 2189473 8.18
2190789 2190793 5.70
2193564 2193590 7.65
2193732 2193764 6.41
2194043 2194062 5.29
2195094 2195118 6.16
2197506 2197509 5.91
2199488 2199495 6.07
2199725 2199730 5.48
2200414 2200430 5.99
2201298 2201302 6.65
2201523 2201553 5.84
2201746 2201777 5.62
2202310 2202334 5.21
2204188 2204189 5.39
2207107 2207143 7.44
2207843 2207856 5.63
2209870 2209880 5.32
2211332 2211343 6.06
2212080 2212095 5.25
2212276 2212294 7.55
2212925 2212926 5.39
2213096 2213115 7.25
2215299 2215303 6.70
2217012 2217025 5.58
2217119 2217126 7.97
2218110 2218163 7.56
2219084 2219090 6.22
2219478 2219507 6.14
2221687 2221821 6.39
2222136 2222141 5.48
2222731 2222756 5.00
2222869 2222870 5.39
2224362 2224398 6.55
2225791 2225793 11.04
2225936 2225995 5.41
2227049 2227056 5.01
2227686 2227705 5.34
2228972 2229014 7.07
2230750 2230769 5.29
2230978 2231066 9.62
2240589 2240600 5.15
2240678 2240726 6.73
2243645 2243713 11.12
2246456 2246465 6.58
2248178 2248246 6.29
2249877 2249878 5.39
2249978 2250048 7.79
2250632 2250670 5.02
2250732 2250743 5.06
2255032 2255052 5.11
2255165 2255238 7.17
2259123 2259152 8.95
2260546 2260615 6.02
2260704 2260731 7.43
2262747 2262771 5.17
2263666 2263684 7.50
2265148 2265205 8.66
2265726 2265860 17.18
2266006 2266022 6.98
2267267 2267277 8.32
2270311 2270313 5.17
2270654 2270699 7.45
2270871 2270873 5.17
2273714 2273724 6.31
2274250 2274253 5.91
2274388 2274412 5.22
2274817 2274878 6.88
2275869 2275875 5.27
2277879 2277886 5.05
2278095 2278120 6.90
2279519 2279521 5.17
2281187 2281218 7.62
2281963 2281989 6.73
2282185 2282190 5.49
2283653 2283703 5.34
2284411 2284427 6.98
2284499 2284501 5.17
2287429 2287475 6.26
2287579 2287602 7.38
2288560 2288562 6.13
2288895 2288914 7.29
2290264 2290299 7.61
2290791 2290796 5.48
2291451 2291455 5.75
2292743 2292750 5.05
2295066 2295077 6.10
2296539 2296561 5.65
2297003 2297007 5.70
2297979 2298082 6.42
2300475 2300481 6.22
2300792 2300800 5.84
2301230 2301232 10.04
2303158 2303180 5.60
2303251 2303261 6.31
2304089 2304115 6.65
2304217 2304339 15.75
2304485 2304501 7.94
2305744 2305774 8.70
2308495 2308513 5.46
2309007 2309011 5.70
2311899 2311901 5.17
2313552 2313557 12.26
2314022 2314060 5.05
2314730 2314770 6.55
2314864 2314873 7.49
2315824 2315879 17.90
2316138 2316200 9.65
2316305 2316327 8.55
2316468 2316494 7.69
2316927 2316962 5.70
2317897 2317915 5.56
2318552 2318585 5.19
2318633 2318652 5.34
2318979 2319033 6.39
2319484 2319485 5.39
2320983 2320990 6.96
2321717 2321740 5.39
2322942 2322944 5.17
2323057 2323107 12.18
2323204 2323250 5.20
2323328 2323334 6.27
2323924 2323997 7.11
2325002 2325038 5.50
2325154 2325189 6.70
2326083 2326091 6.75
2326487 2326512 6.90
2327414 2327470 6.87
2328101 2328163 5.62
2328635 2328675 7.59
2330289 2330290 5.39
2330696 2330722 10.64
2331121 2331135 9.42
2332781 2332783 6.13
2335906 2336045 13.14
2336592 2336620 7.32
2337074 2337079 5.48
2337425 2337462 5.23
2339429 2339457 5.26
2339930 2339943 5.67
2343898 2343971 7.07
2344091 2344190 7.30
2344388 2344435 7.81
2344619 2344664 6.46
2344729 2344815 6.18
2345958 2345979 7.78
2349362 2349409 5.99
2349581 2349649 6.29
2350602 2350620 7.50
2351827 2351881 7.45
2353349 2353367 8.46
2353994 2353996 5.17
2354816 2354868 6.81
2355095 2355110 9.14
2355765 2355866 5.96
2356308 2356318 5.32
2357181 2357183 5.17
2357410 2357430 5.08
2358193 2358195 5.17
2358884 2358899 5.25
2360450 2360482 5.36
2360624 2360715 6.11
2361492 2361496 5.70
2361700 2361750 7.30
2361968 2362021 7.56
2362754 2362880 13.93
2366405 2366410 6.44
2368718 2368733 9.16
2369186 2369202 5.03
2369273 2369284 5.15
2370268 2370297 5.05
2370971 2371068 5.72
2371182 2371242 8.01
2372009 2372032 7.33
2372746 2372796 5.38
2373788 2373835 7.94
2373917 2373980 5.46
2377123 2377132 5.57
2379665 2379696 5.57
2380703 2380722 6.33
2380981 2381006 5.00
2382692 2382720 7.26
2383149 2383194 6.42
2383278 2383304 6.73
2384369 2384433 5.28
2385313 2385320 5.06
2385531 2385532 5.39
2385779 2385850 5.50
2388231 2388275 5.59
2388621 2388624 5.91
2388846 2388855 6.53
2390039 2390095 5.05
2391063 2391094 5.52
2391952 2392047 7.06
2392958 2392972 5.46
2393308 2393378 10.62
2393466 2393489 12.21
2394959 2395008 5.69
2395597 2395648 8.08
2395693 2395721 6.30
2396865 2396880 5.28
2399309 2399319 7.32
2399788 2399799 5.14
2401231 2401232 5.39
2402170 2402188 5.51
2405025 2405026 5.39
2405215 2405235 6.03
2405330 2405340 7.27
2409691 2409719 5.36
2409969 2409985 5.89
2410109 2410163 5.39
2410237 2410245 6.75
2411042 2411067 5.99
2413321 2413363 7.15
2413600 2413640 5.54
2413824 2413847 20.93
2414152 2414199 6.95
2414302 2414322 6.07
2414385 2414395 9.28
2414529 2414531 5.17
2414579 2414590 5.14
2414716 2414752 5.48
2415988 2415993 5.48
2416361 2416362 5.39
2417357 2417420 8.32
2417744 2417761 6.72
2418234 2418263 5.05
2421113 2421132 6.25
2422104 2422180 11.30
2430735 2430746 5.11
2431191 2431260 5.07
2431375 2431402 7.43
2431676 2431695 7.25
2432057 2432082 5.91
2435645 2435651 6.27
2435681 2435683 5.17
2436307 2436318 7.10
2437433 2437455 5.65
2439019 2439059 6.55
2439122 2439132 5.41
2440245 2440318 6.20
2444196 2444233 6.29
2445517 2445531 5.42
2445700 2445739 6.80
2446559 2446567 5.75
2448540 2448617 8.35
2450337 2450368 5.61
2450492 2450520 7.22
2456333 2456362 7.01
2458483 2458484 5.39
2458774 2458779 5.48
2459207 2459236 5.14
2459771 2459788 5.81
2462516 2462544 5.26
2465122 2465131 10.40
2469230 2469234 6.70
2473461 2473480 6.28
2476091 2476133 8.11
2476432 2476445 7.58
2476986 2477017 8.63
2481763 2481786 6.38
2482975 2482988 7.63
2486328 2486396 6.34
2486700 2486702 6.18
2488488 2488520 19.00
2489060 2489070 7.32
2490524 2490552 5.30
2492480 2492500 5.08
2492866 2492871 5.48
2493420 2493441 5.90
2493536 2493547 5.11
2494054 2494081 8.43
2494407 2494435 6.22
2499095 2499101 6.22
2499831 2499853 5.64
2502002 2502029 5.48
2504054 2504071 5.77
2504780 2504804 6.17
2505186 2505205 6.39
2511041 2511066 5.99
2514866 2514931 5.02
2516097 2516122 6.87
2518479 2518498 5.29
2520963 2520972 5.57
2521764 2521778 9.28
2523902 2523934 8.32
2524564 2524565 5.39
2524993 2525075 8.04
2526928 2526930 6.13
2527287 2527293 5.27
2529890 2529921 6.67
2534761 2534776 5.25
2536605 2536656 5.13
2539255 2539300 8.33
2542045 2542090 11.29
2542473 2542495 5.55
2542606 2542628 5.65
2542878 2542938 6.10
2544236 2544240 5.70
2544378 2544407 5.05
2546616 2546709 9.58
2547126 2547194 5.33
2547445 2547496 5.08
2550039 2550112 6.07
2550158 2550244 12.10
2550949 2551010 5.03
2551156 2551385 14.00
2551453 2551565 17.04
2551641 2551662 10.68
2551857 2551942 11.27
2552001 2552041 10.50
2552919 2552957 5.11
2553146 2553165 17.98
2553332 2553374 9.07
2553672 2553743 5.59
2553955 2553968 5.72
2554174 2554238 9.11
2556347 2556359 8.85
2557891 2557908 5.76
2559442 2559548 15.44
2560112 2560372 28.56
2560846 2560937 8.93
2560980 2561062 5.08
2566037 2566062 5.99
2566359 2566379 5.08
2568737 2568757 5.11
2568873 2568908 6.67
2571926 2571980 11.26
2572132 2572173 6.38
2572935 2572943 5.75
2575338 2575343 5.49
2576253 2576288 11.45
2576626 2576665 5.81
2577427 2577487 10.06
2578023 2578064 10.25
2579688 2579774 9.36
2579955 2580097 8.49
2580315 2580350 5.66
2581127 2581181 6.39
2585219 2585224 5.48
2586073 2586120 8.99
2589162 2589171 6.58
2590956 2590985 7.96
2592853 2592857 5.75
2594794 2594796 5.17
2596715 2596728 5.58
2599686 2599720 6.79
2600117 2600228 11.53
2601452 2601464 6.89
2602653 2602704 8.95
2602841 2602868 5.48
2603344 2603347 5.91
2604190 2604221 5.72
2604321 2604353 9.31
2609692 2609747 6.27
2610259 2610260 5.39
2611479 2611485 7.23
2611604 2611618 5.50
2613194 2613478 17.55
2614960 2614961 6.39
2617124 2617201 6.31
2617614 2617651 7.28
2621531 2621616 6.44
2624051 2624138 6.06
2624193 2624258 6.89
2624299 2624364 5.88
2626366 2626386 6.08
2627921 2627922 5.39
2628222 2628229 5.05
2630387 2630413 5.74
2630629 2630653 5.17
2630829 2630896 6.54
2632962 2632968 5.27
2633236 2633275 5.76
2637725 2637779 5.49
2638241 2638348 6.51
2638486 2638568 8.05
2641717 2641775 9.45
2644192 2644205 6.67
2644593 2644601 7.70
2651324 2651335 6.16
2654582 2654611 6.00
2657634 2657638 5.70
2659492 2659530 5.16
2660132 2660137 5.45
2660735 2660751 5.02
2662857 2662890 8.13
2663461 2663475 6.42
2663912 2663934 5.70
2664059 2664080 5.91
2664658 2664686 6.27
2664893 2664894 5.39
2666672 2666703 6.66
2666744 2666758 5.50
2669008 2669011 5.96
2674074 2674099 5.00
2674832 2674847 6.19
2675864 2675865 5.39
2676617 2676632 5.24
2676709 2676712 5.91
2676958 2676981 6.34
2680255 2680279 5.12
2680714 2680727 6.62
2681963 2681991 5.31
2684082 2684169 6.01
2689579 2689594 5.25
2693533 2693535 5.17
2698900 2698902 5.17
2700083 2700087 5.71
2700267 2700296 6.09
2702345 2702377 5.40
2705272 2705305 8.14
2705406 2705411 5.48
2707702 2707722 5.08
2709962 2709963 5.39
2713184 2713188 5.70
2713234 2713299 7.89
2715070 2715073 5.96
2715240 2715242 6.18
2716171 2716191 5.11
2716904 2716907 5.91
2718002 2718007 6.44
2718311 2718317 7.18
2720538 2720539 5.39
2720670 2720737 5.64
2722084 2722101 8.77
2722214 2722257 8.85
2722835 2722871 7.48
2724629 2724635 5.33
2730532 2730550 5.54
2731478 2731524 5.20
2733629 2733630 5.39
2734501 2734502 5.39
2734902 2734941 21.40
2735288 2735354 7.68
2737626 2737634 5.84
2739750 2739757 5.01
2740621 2740633 6.84
2740780 2740831 5.08
2742286 2742290 5.70
2743672 2743752 6.65
2745423 2745506 6.83
2745825 2745846 6.81
2747466 2747475 15.36
2748388 2748391 6.92
2748647 2748651 5.70
2749001 2749061 6.05
2754816 2754838 7.55
2755846 2755850 5.75
2756347 2756348 5.39
2756742 2756773 5.57
2758545 2758546 5.39
2760479 2760493 7.42
2762788 2762795 6.05
2763061 2763109 6.64
2768289 2768290 5.39
2768687 2768724 9.14
2772424 2772440 5.94
2772539 2772542 6.92
2775133 2775140 5.06
2776086 2776091 5.48
2778884 2778909 7.91
2781863 2781879 5.07
2788156 2788163 5.05
2788236 2788262 5.69
2788352 2788368 7.94
2792224 2792284 7.92
2794410 2794429 6.33
2795128 2795129 5.39
2796025 2796044 6.28
2796525 2796565 6.55
2796724 2796775 5.03
2797854 2797857 5.91
2799422 2799437 5.20
2800356 2800394 6.06
2800543 2800586 14.67
2801210 2801224 5.37
2801332 2801360 5.36
2804334 2804345 5.06
2804734 2804741 5.10
2805987 2806020 6.13
2806696 2806698 5.17
2807474 2807475 5.39
2809665 2809720 7.22
2810641 2810669 5.36
2811290 2811316 5.69
2811515 2811519 5.70
2812772 2812789 14.58
2816710 2816767 6.80
2816891 2816936 5.37
2818757 2818781 10.99
2821656 2821684 7.26
2822455 2822496 5.42
2823010 2823047 6.27
2823320 2823362 5.15
2823556 2823612 7.96
2824654 2824666 8.80
2824986 2824997 5.20
2825101 2825108 5.05
2825278 2825290 5.85
2825511 2825513 6.13
2829069 2829103 5.98
2830284 2830295 5.14
2832634 2832658 5.30
2832970 2833021 6.04
2836920 2836922 5.17
2843826 2843833 5.06
2843949 2843975 6.69
2844888 2844903 5.20
2846399 2846474 5.72
2846907 2846908 5.39
2847632 2847666 5.88
2849353 2849365 5.88
2851287 2851303 5.03
2851651 2851692 11.19
2855194 2855205 6.06
2859121 2859137 7.94
2859216 2859218 5.17
2862866 2862870 5.70
2863257 2863282 5.00
2863339 2863346 7.92
2863461 2863463 6.13
2863906 2863907 5.39
2865550 2865572 7.71
2867513 2867556 7.76
2870409 2870425 6.93
2871146 2871168 6.69
2871711 2871719 5.79
2871849 2871858 5.57
2871929 2871937 5.84
2873046 2873146 5.02
2875155 2875208 7.64
2875424 2875430 6.22
2876871 2876882 5.15
2876992 2877022 8.80
2880986 2881011 7.86
2881589 2881599 6.31
2881697 2881705 5.79
2882095 2882107 8.76
2882834 2882847 6.62
2884559 2884572 5.72
2885207 2885232 5.05
2886505 2886507 6.13
2887999 2888004 5.48
2890215 2890265 9.25
2891849 2891891 10.02
2892062 2892069 6.02
2893350 2893409 7.27
2894202 2894206 5.75
2898016 2898037 7.81
2899269 2899294 5.95
2901086 2901091 5.48
2901896 2901945 5.46
2902315 2902318 6.87
2902363 2902390 5.48
2903393 2903395 6.13
2905173 2905191 6.50
2908120 2908159 17.48
2908620 2908702 11.99
2909096 2909098 5.17
2909583 2909596 5.67
2910028 2910045 5.77
2910824 2910849 5.00
2910979 2911006 5.48
2911111 2911124 5.67
2914015 2914045 8.74
2914903 2914918 7.15
2915501 2915517 7.89
2916869 2916886 6.76
2916977 2917069 15.53
2919127 2919145 5.51
2923487 2923502 8.15
2926145 2926275 11.16
2927374 2927401 6.53
2927753 2927786 6.05
2928474 2928479 6.49
2933135 2933154 6.28
2933231 2933258 5.48
2936685 2936708 5.43
2937071 2937083 6.89
2937481 2937516 7.61
2937818 2937820 6.13
2939466 2939477 11.01
2940872 2940877 5.53
2941236 2941295 6.37
2941721 2941725 5.70
2941994 2942012 6.42
2942645 2942647 5.17
2943076 2943117 12.19
2945485 2945487 6.13
2945634 2945636 7.13
2946843 2946845 5.17
2947216 2947222 6.22
2947526 2947626 5.16
2947764 2947805 6.32
2947967 2947992 6.95
2949797 2949799 5.17
2952157 2952183 6.73
2952354 2952377 5.43
2953176 2953186 9.18
2953355 2953371 15.76
2959140 2959153 5.67
2960764 2960771 7.01
2961529 2961559 8.74
2964326 2964344 6.46
2968226 2968243 5.68
2972065 2972080 5.25
2972244 2972258 5.46
2973601 2973624 5.48
2977838 2977868 5.88
2982309 2982320 10.96
2983043 2983053 9.28
2983850 2983865 5.25
2983918 2983965 8.96
2984078 2984119 5.42
2985587 2985613 5.74
2985908 2985945 6.24
2987180 2987189 7.49
2993488 2993519 5.62
2996646 2996651 5.48
2996986 2997004 5.59
2999196 2999198 6.13
2999474 2999481 7.01
2999596 2999625 6.00
3002024 3002050 6.73
3002122 3002161 5.81
3002564 3002574 10.22
3003848 3003854 6.27
3005503 3005551 6.77
3005644 3005645 5.39
3006893 3006912 6.30
3009662 3009669 5.05
3013917 3013945 5.31
3014627 3014682 9.14
3016960 3016991 7.52
3017858 3017861 5.96
3024826 3024839 7.59
3025657 3025704 5.04
3025925 3025964 11.67
3037599 3037649 5.34
3037919 3037926 5.01
3038968 3038988 7.07
3039756 3039785 6.05
3041289 3041291 5.17
3041655 3041666 5.14
3043172 3043204 5.36
3046945 3046951 5.27
3048586 3048723 18.40
3048797 3048826 6.05
3049618 3049696 5.95
3052977 3053024 7.90
3053106 3053161 6.27
3055406 3055413 5.05
3056889 3056911 5.64
3060536 3060550 8.32
3060735 3060773 5.10
3062768 3062828 7.01
3062892 3062930 5.93
3067312 3067328 5.03
3068234 3068251 6.72
3068865 3068876 6.10
3069078 3069080 5.17
3069639 3069645 6.19
3070273 3070317 6.63
3071504 3071555 5.13
3071823 3071824 5.39
3073739 3073746 5.05
3074602 3074628 16.39
3075620 3075625 6.44
3076587 3076604 5.72
3082747 3082753 5.27
3084369 3084417 9.65
3084608 3084620 8.80
3085250 3085253 5.91
3086507 3086541 6.87
3088578 3088609 7.58
3091237 3091320 5.87
3093117 3093160 7.89
3094338 3094340 5.17
3095515 3095540 6.95
3095815 3095893 8.09
3100762 3100787 5.04
3101502 3101508 6.22
3101934 3101941 6.01
3103199 3103236 5.38
3103345 3103398 9.61
3105403 3105424 5.82
3105765 3105769 5.70
3107332 3107484 6.23
3107995 3108058 8.32
3108164 3108190 5.69
3108404 3108410 6.22
3109336 3109341 6.49
3116698 3116724 9.65
3117443 3117446 5.91
3118324 3118328 5.70
3120865 3120867 5.17
3121631 3121632 5.39
3122637 3122639 5.17
3125955 3125966 5.14
3126518 3126550 8.36
3126907 3126946 6.75
3127711 3127729 5.59
3130455 3130463 8.71
3130682 3130713 5.57
3132667 3132730 5.41
3133063 3133101 15.70
3133272 3133289 5.76
3134232 3134251 5.39
3136198 3136233 7.72
3136314 3136339 5.00
3136475 3136485 6.31
3136830 3136887 6.70
3137009 3137043 5.88
3137676 3137686 5.36
3139328 3139366 6.07
3139629 3139660 7.62
3140131 3140202 6.69
3140397 3140505 6.26
3147069 3147096 21.04
3147988 3148007 5.34
3149311 3149317 5.28
3152265 3152272 5.05
3152501 3152516 7.15
3152871 3152892 5.87
3153957 3153959 6.13
3154235 3154264 5.05
3155190 3155231 6.23
3155300 3155355 7.13
3155848 3155875 6.52
3156874 3156904 7.89
3157093 3157099 6.27
3159497 3159506 5.62
3160780 3160795 8.10
3163286 3163325 8.71
3163534 3163557 5.47
3163606 3163624 6.51
3163650 3163673 5.39
3163710 3163741 5.62
3165909 3165950 6.33
3166043 3166088 10.38
3166138 3166200 7.54
3166527 3166559 6.41
3167796 3167856 5.10
3169317 3169425 6.26
3169477 3169492 5.25
3169678 3169689 7.10
3170096 3170100 6.71
3172032 3172056 5.22
3173832 3173838 5.27
3175832 3175839 6.96
3177894 3177914 5.13
3179103 3179169 7.71
3180964 3180967 5.91
3181375 3181386 7.10
3183575 3183582 6.96
3184321 3184322 5.39
3186596 3186625 5.10
3188030 3188064 6.88
3190193 3190213 6.13
3190739 3190751 8.85
3190868 3190891 6.39
3192138 3192221 8.97
3197214 3197247 5.14
3198021 3198037 10.80
3199103 3199123 10.90
3200807 3200843 6.40
3203524 3203546 5.65
3204510 3204559 5.56
3205079 3205116 8.23
3205223 3205243 6.08
3207946 3207948 5.17
3209023 3209057 7.94
3209616 3209626 5.32
3209778 3209798 5.13
3210049 3210062 6.64
3210634 3210682 5.87
3210979 3211041 7.58
3211675 3211684 6.53
3215089 3215112 6.38
3216530 3216532 6.13
3217292 3217322 5.82
3217872 3217946 5.04
3219384 3219445 7.88
3220158 3220166 5.75
3220417 3220448 6.58
3220986 3221028 7.12
3222081 3222109 9.23
3222989 3223024 7.72
3223650 3223661 6.10
3224304 3224335 6.61
3224380 3224383 5.02
3224535 3224573 8.88
3225015 3225067 7.97
3228389 3228434 7.38
3229265 3229285 8.03
3230997 3231016 6.30
3233751 3233801 6.30
3234224 3234274 9.30
3234330 3234417 5.92
3236876 3236897 5.90
3238773 3238801 11.21
3239310 3239427 7.32
3240616 3240658 5.16
3243282 3243297 5.20
3244467 3244478 5.14
3244518 3244595 5.21
3244850 3244885 5.71
3245566 3245602 8.40
3247052 3247077 5.99
3247931 3247949 7.46
3250370 3250379 5.57
3251024 3251049 7.86
3251825 3251847 5.64
3252042 3252055 5.63
3252950 3252954 8.61
3253886 3253890 6.65
3255683 3255719 5.40
3255817 3255824 5.05
3255940 3255946 5.27
3256565 3256604 5.76
3258970 3259010 11.36
3259164 3259187 6.38
3259725 3259745 5.08
3260753 3260761 5.84
3263294 3263298 5.70
3263605 3263612 6.01
3263683 3263731 5.82
3264544 3264557 5.67
3264864 3264874 6.37
3265638 3265647 7.49
3267124 3267175 8.04
3268596 3268632 9.36
3269229 3269257 6.25
3269770 3269809 8.81
3270939 3270977 12.75
3272350 3272357 6.05
3272680 3272716 10.44
3273348 3273363 6.19
3273910 3273911 6.39
